age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
47,20246,9699,694,0,2,0.74,24,1
38,39711,17289,559,1,2,0.31,60,0
24,55563,8107,778,4,0,0.48,12,0
21,40620,38932,574,24,1,0.71,36,0
21,207549,17333,599,9,2,0.35,36,0
46,64495,8792,649,0,2,0.26,60,1
40,29080,37824,672,9,3,0.46,12,1
43,15239,18235,765,3,2,0.37,60,0
30,58112,8811,599,5,2,0.55,48,1
31,33596,12348,680,0,1,0.47,48,1
61,93381,6749,599,2,1,0.5,24,0
61,42726,6748,778,10,2,0.22,24,0
25,36894,27585,684,2,2,0.49,24,1
21,36584,7792,753,0,0,0.17,36,0
37,80278,5987,557,1,1,0.45,24,1
42,60342,19563,605,1,1,0.45,48,1
54,117945,36164,669,5,1,0.01,48,0
61,44022,26752,754,12,1,0.53,48,0
49,75443,52821,729,6,0,0.33,24,0
24,76091,57122,770,9,0,0.26,36,0
25,68658,7783,757,8,2,0.34,48,0
31,37989,11082,712,0,2,0.14,12,0
41,62112,5206,662,0,1,0.6,36,0
55,46694,6649,560,2,1,0.47,48,1
32,46084,25424,478,0,2,0.66,36,1
46,32764,15773,659,6,3,0.32,36,0
39,16980,32012,714,0,3,0.3,12,0
27,91508,7948,432,2,2,0.5,36,1
27,60826,9612,556,2,1,0.51,36,1
46,25044,19075,568,3,0,0.54,48,0
60,70182,25184,634,4,2,0.52,12,0
25,92417,5009,658,14,3,0.62,36,0
41,72318,11564,736,1,0,0.47,24,1
34,31387,16976,544,5,2,0.44,24,0
24,33996,21371,677,0,1,0.59,24,0
43,37274,24062,539,0,1,0.18,36,1
62,75398,12775,716,0,1,0.47,48,0
40,62285,6365,611,2,0,0.23,36,0
35,197826,4207,553,4,0,0.4,12,1
49,21580,11975,596,0,1,0.42,36,1
28,47748,11234,560,2,2,0.18,24,1
61,18697,8286,657,0,0,0.35,24,0
39,66060,22830,699,5,1,0.38,24,0
59,83570,6710,732,4,1,0.39,60,0
48,100816,8980,608,7,0,0.47,48,1
47,53866,26905,761,3,2,0.42,36,0
24,18832,8391,648,4,2,0.39,24,0
35,47806,16218,751,1,3,0.35,24,0
55,60985,13283,637,0,0,0.3,48,1
57,29656,15458,631,6,1,0.4,12,0
21,42937,22672,696,4,1,0.17,48,0
23,25886,16239,674,13,1,0.3,24,1
44,36085,5814,605,22,2,0.35,36,0
47,77360,6435,742,9,1,0.12,48,0
60,68877,15944,573,21,0,0.46,12,0
56,24401,7695,696,5,3,0.31,24,0
54,34458,23698,692,0,1,0.33,36,0
49,50440,16082,735,0,1,0.38,60,1
44,54899,4772,736,8,0,0.18,24,0
44,35191,41500,635,1,1,0.36,24,1
62,62207,10724,652,0,2,0.27,60,0
24,48163,11783,647,3,3,0.48,48,0
23,13516,17214,789,1,1,0.46,60,0
54,36833,12683,702,4,0,0.22,24,0
43,36311,23789,733,4,0,0.34,60,1
43,68812,7253,629,5,1,0.17,36,0
25,69426,26588,559,4,3,0.23,48,1
51,21246,20102,575,2,0,0.38,36,1
61,61037,8394,730,0,2,0.47,36,0
26,47241,15537,591,11,0,0.31,24,1
57,52219,27648,850,1,0,0.29,24,0
30,36065,18268,617,3,0,0.46,36,1
60,47528,14595,678,4,1,0.42,36,1
27,87130,19408,677,1,0,0.13,24,0
59,51849,20414,664,1,1,0.32,48,1
58,47991,9862,552,1,1,0.3,36,0
41,38576,14677,669,1,2,0.28,12,1
40,82961,22230,669,0,2,0.27,48,0
23,25838,14468,626,15,3,0.43,48,1
42,32827,8686,798,4,2,0.16,48,0
24,25106,15804,517,0,2,0.52,60,1
48,54194,10569,529,4,2,0.34,36,0
32,88421,18945,710,1,1,0.35,12,0
58,41589,31449,643,1,0,0.61,48,0
56,28718,20056,579,8,1,0.48,60,0
61,111104,8150,665,10,1,0.27,36,0
25,61429,16010,726,6,1,0.39,24,1
33,56317,2841,519,13,1,0.27,48,1
43,44573,12584,707,11,2,0.36,48,0
50,68494,23485,676,4,2,0.2,48,0
57,55878,17005,631,11,0,0.32,48,0
45,38536,14271,669,3,0,0.4,36,0
47,41902,47948,670,0,1,0.32,36,1
34,29438,4803,693,8,1,0.26,48,0
56,27659,5494,571,0,2,0.62,24,1
59,42263,17841,736,1,1,0.32,24,0
36,87300,22899,729,2,2,0.22,24,0
42,29229,23466,731,8,0,0.32,36,0
41,74472,9474,511,0,0,0.35,36,1
41,32877,8050,741,2,1,0.44,12,0
28,20064,7369,620,2,0,0.38,36,0
36,64427,16209,692,4,2,0.34,48,0
51,110678,7406,491,2,2,0.39,48,0
62,31956,26076,595,4,0,0.68,24,1
30,22360,13185,717,21,1,0.23,36,0
52,61540,8758,692,0,2,0.22,24,0
54,30896,8779,563,10,2,0.55,48,1
29,64107,5328,704,1,0,0.24,24,1
37,87180,8295,584,3,5,0.28,12,0
31,57832,9588,628,6,2,0.43,36,1
52,73488,17066,556,12,2,0.27,12,0
30,73740,12587,677,0,1,0.5,48,0
42,80416,7975,736,5,1,0.27,48,0
37,50141,6405,720,0,1,0.27,36,0
24,72369,11588,577,3,0,0.58,36,0
45,53220,3897,646,6,2,0.32,24,0
41,59614,11040,524,0,0,0.17,24,1
57,225450,26090,759,7,2,0.71,24,0
58,55315,11846,651,1,1,0.36,24,0
21,23181,14699,701,4,1,0.3,36,0
45,44413,13668,665,5,1,0.25,48,1
56,41971,5818,599,5,2,0.39,48,0
37,42941,38349,605,0,1,0.39,36,1
61,78961,10461,686,0,1,0.64,24,0
44,86275,13332,780,9,0,0.32,48,0
22,46498,9014,622,14,1,0.49,36,0
60,24442,26445,743,4,1,0.79,36,0
35,51510,5568,723,4,2,0.42,24,0
52,37358,29184,624,7,2,0.39,12,0
59,54458,11130,738,2,0,0.4,24,0
26,46143,9700,731,1,2,0.4,48,0
21,90055,9166,478,7,1,0.31,24,1
43,56241,39544,706,0,2,0.16,24,0
59,37417,5100,752,10,1,0.47,36,0
37,24519,9692,556,2,1,0.31,36,1
54,47857,6158,544,3,1,0.31,12,0
61,47943,4502,666,5,0,0.45,60,1
49,42992,29236,776,1,1,0.3,36,1
29,72233,13144,562,4,2,0.55,48,1
33,24553,6657,523,5,1,0.17,60,1
26,33480,21970,613,0,2,0.36,36,0
26,50335,10504,602,3,0,0.2,36,0
40,37058,9063,516,1,2,0.2,36,1
23,41013,18868,603,4,3,0.28,24,0
37,47566,10370,677,0,0,0.43,24,0
32,69077,7497,798,6,0,0.43,36,1
21,46616,20276,694,0,1,0.51,12,0
37,18309,12273,714,5,2,0.15,24,0
23,36264,20907,562,7,3,0.27,48,0
46,62811,10491,642,6,0,0.33,24,0
35,71778,24622,632,8,1,0.62,36,0
56,73786,13472,676,1,0,0.09,24,0
52,85015,25225,697,17,0,0.39,36,0
52,52011,24735,726,0,1,0.33,48,1
24,55914,28050,652,3,0,0.04,60,0
38,29526,13918,608,1,1,0.49,36,0
39,16526,16808,747,6,0,0.22,36,1
63,24129,11632,708,8,0,0.54,36,0
55,34512,7796,699,8,2,0.23,24,0
60,24838,44443,646,1,0,0.28,48,0
34,42342,8507,747,1,0,0.53,36,1
53,38908,22992,549,5,2,0.25,60,1
34,78347,20650,721,13,1,0.44,48,0
54,30195,14892,721,1,1,0.08,36,0
24,52590,12173,577,12,0,0.38,24,1
44,39740,12246,595,4,1,0.42,12,1
49,29634,9006,547,6,0,0.51,24,0
39,34069,14138,690,2,0,0.38,36,0
26,17577,6575,443,8,2,0.19,36,1
53,71265,20917,667,17,2,0.26,12,0
60,98827,11647,588,0,1,0.1,48,0
39,42884,7500,571,2,2,0.26,12,0
21,49738,6211,499,9,1,0.34,12,1
25,42280,12343,579,0,0,0.4,48,0
47,32531,12603,764,2,0,0.17,36,0
36,69734,9790,592,0,2,0.48,24,0
26,57499,18059,683,5,0,0.33,48,0
60,11429,16466,562,1,0,0.48,12,1
33,29222,13822,732,2,0,0.61,24,0
55,17561,7665,698,3,1,0.26,48,0
39,106692,8569,631,1,1,0.37,36,0
32,44985,5779,668,5,3,0.22,48,0
36,55290,11910,675,0,0,0.27,24,1
63,41083,18703,569,10,0,0.28,48,0
30,85080,6459,584,3,0,0.31,36,0
45,75384,9540,723,4,0,0.34,24,0
40,44013,12942,773,4,1,0.52,12,1
51,115727,18686,661,0,2,0.2,12,0
24,53780,5507,705,7,0,0.34,36,1
64,23622,50611,746,14,1,0.45,24,0
43,51534,20984,624,3,0,0.53,24,0
22,63495,9326,643,2,0,0.15,36,0
42,45861,7028,707,7,2,0.45,36,0
57,39905,15838,824,6,1,0.24,36,1
28,118442,17732,709,5,2,0.4,24,0
27,27094,7374,674,16,3,0.34,24,0
34,12309,6846,603,4,1,0.38,12,0
23,110142,7816,645,1,1,0.43,36,1
36,26555,13886,705,0,2,0.22,36,0
39,42475,13992,696,3,2,0.4,48,0
38,40590,48952,602,5,0,0.45,60,1
36,90750,3644,754,0,1,0.29,60,0
28,100451,8928,754,0,2,0.19,36,0
53,25688,9725,641,11,4,0.07,48,0
32,96611,17887,672,1,2,0.31,24,0
31,95722,18324,598,3,1,0.53,24,1
25,49497,11851,585,0,2,0.29,36,1
47,78141,33074,677,2,2,0.38,36,1
32,82159,6838,587,2,3,0.39,36,0
37,43208,8799,701,11,3,0.56,36,1
26,45306,6067,618,10,1,0.04,36,0
53,65819,12234,734,1,1,0.49,60,0
25,21714,10948,643,4,1,0.35,48,0
48,41072,21412,496,6,0,0.49,24,0
34,26898,40623,620,1,0,0.46,48,0
25,99886,32673,658,2,0,0.27,36,1
53,40831,6414,511,20,0,0.57,36,0
61,56285,13794,518,7,1,0.61,24,0
39,43949,21260,634,2,1,0.53,48,1
42,42542,19951,730,3,2,0.65,36,0
25,54474,53564,700,4,1,0.32,48,0
22,34019,11708,648,3,3,0.22,24,1
50,44389,14000,581,2,3,0.46,24,0
59,44226,51251,577,2,2,0.4,36,1
24,39671,17187,701,0,2,0.44,60,0
53,59607,9337,665,18,0,0.27,48,0
33,39202,7443,718,0,1,0.63,36,0
40,109705,15145,746,4,2,0.38,36,0
27,67136,25335,613,16,2,0.18,24,0
35,24967,25141,685,2,1,0.38,48,0
43,64565,7916,695,1,0,0.44,24,0
34,34726,14213,594,15,3,0.22,36,1
43,52462,10193,598,8,2,0.43,36,0
39,34009,12224,707,5,1,0.37,12,0
49,16363,23002,650,4,3,0.19,48,0
40,48490,12965,580,2,3,0.25,60,0
49,23927,19761,584,5,2,0.37,24,1
44,60467,20119,547,6,3,0.36,48,0
38,53497,9259,621,0,1,0.08,36,0
30,36245,27927,567,0,1,0.42,24,1
61,122121,6924,658,1,3,0.38,36,0
28,26379,6260,832,1,1,0.47,60,0
46,35876,10031,686,11,1,0.43,60,0
49,27991,7442,735,5,2,0.31,48,0
30,136033,19209,682,2,2,0.36,36,0
37,96386,62199,518,8,0,0.71,24,1
22,24075,26287,660,1,1,0.23,36,1
26,32442,8182,595,23,0,0.3,36,0
25,32996,7340,584,7,4,0.23,24,0
48,37221,24016,631,8,0,0.17,24,1
61,29103,6566,700,1,0,0.29,36,0
25,36211,7399,625,0,2,0.32,48,1
38,81018,16671,718,2,1,0.23,36,0
46,129761,9651,664,2,1,0.73,24,0
40,22647,14351,675,7,1,0.34,36,0
61,29127,10956,645,0,2,0.21,24,0
47,54544,13138,752,3,2,0.48,12,0
32,22244,22576,593,4,1,0.21,36,0
27,55255,19397,598,2,0,0.32,12,0
23,64218,23160,624,1,2,0.1,60,0
30,69586,19605,690,11,1,0.45,48,0
54,63327,20436,700,0,3,0.45,48,0
45,37510,13342,605,1,2,0.43,48,0
55,44764,5582,721,7,3,0.46,36,0
36,27179,12526,571,4,2,0.31,12,1
22,61831,16148,707,6,0,0.46,36,0
44,109281,13968,678,8,2,0.68,24,0
30,61765,17187,651,11,4,0.41,24,1
58,34630,46008,687,1,2,0.35,36,0
42,80611,9888,640,3,3,0.14,36,0
46,159983,10478,670,5,1,0.39,48,1
63,55357,27590,842,7,0,0.21,12,0
59,64681,14396,721,4,2,0.35,36,0
47,68792,17549,606,3,1,0.21,60,0
49,21977,9366,625,5,0,0.2,24,0
58,39912,8608,746,2,0,0.34,36,0
40,37913,6475,618,11,1,0.63,36,0
47,74416,14815,786,1,0,0.25,36,0
61,70205,7426,711,10,0,0.2,24,0
40,46149,6899,541,5,1,0.69,48,0
64,36792,19863,719,4,1,0.27,36,0
39,21093,9128,477,3,3,0.33,36,0
40,48644,6501,622,0,0,0.33,60,1
55,30415,6111,718,10,0,0.43,12,1
22,28588,23087,500,0,1,0.2,36,0
50,77896,12532,812,1,1,0.32,48,0
54,73936,10513,727,0,2,0.41,48,0
42,38395,14807,571,0,0,0.35,12,1
23,22370,13985,771,2,1,0.22,48,0
26,32438,9724,497,0,0,0.18,60,1
35,80549,10935,569,4,1,0.43,48,1
47,61936,20711,536,4,4,0.29,36,1
30,38719,21913,492,10,1,0.55,48,1
29,50482,8079,623,1,2,0.33,48,1
53,17371,28790,665,1,1,0.42,48,0
52,16726,44597,662,1,2,0.45,48,1
26,131737,11217,660,7,2,0.42,36,0
61,63149,11056,654,2,2,0.23,24,1
56,49061,7793,555,4,0,0.48,36,0
22,40195,8944,609,2,2,0.47,12,0
49,20314,16221,429,0,1,0.26,48,1
24,80547,53646,736,0,1,0.28,60,0
21,27765,20681,657,10,1,0.38,24,1
39,69709,10945,655,1,3,0.44,36,0
46,52365,10354,712,14,1,0.29,24,1
45,47760,8970,718,14,1,0.39,36,0
30,25560,25233,621,3,3,0.25,36,1
35,25731,11545,640,15,0,0.33,36,0
42,59573,17545,775,0,1,0.33,48,1
41,51001,11590,603,0,1,0.67,48,1
42,50190,47611,774,1,3,0.49,36,1
56,56557,9696,621,1,3,0.33,36,1
54,18613,8760,497,1,1,0.37,12,1
50,81435,10006,657,3,2,0.28,36,0
45,41029,17229,621,0,2,0.31,48,1
48,87976,31596,542,4,1,0.36,60,1
21,17958,17252,643,1,3,0.27,60,0
24,65154,20413,611,0,0,0.41,12,0
27,64847,18780,799,6,1,0.42,36,0
29,23316,4919,727,5,2,0.71,12,0
56,35609,13230,573,7,1,0.01,48,0
39,28861,11045,590,14,2,0.31,48,0
21,75478,12274,730,4,0,0.24,60,0
30,57207,8154,747,7,1,0.01,36,0
56,109035,22493,623,1,1,0.4,24,0
29,54256,13753,611,2,1,0.32,36,0
62,70694,13704,639,3,1,0.46,48,0
52,88080,12230,673,3,2,0.47,12,0
52,64680,9158,708,6,3,0.21,48,0
26,40453,4586,712,7,2,0.29,36,0
58,36858,15725,565,5,0,0.55,24,0
37,47104,14301,621,0,0,0.07,48,1
30,73005,18408,482,2,1,0.28,12,0
47,33421,13952,648,4,0,0.35,24,0
55,67919,6991,538,3,1,0.26,12,0
41,57602,8292,591,0,0,0.3,36,0
45,26195,29841,738,19,1,0.55,24,0
48,66288,16177,681,15,0,0.5,24,0
35,52625,21632,677,7,1,0.15,36,0
24,37225,23187,650,0,2,0.48,24,0
49,52245,7403,762,2,3,0.37,36,0
29,37955,10891,599,2,1,0.47,48,1
47,55483,20102,663,4,1,0.53,48,1
46,45072,8190,658,0,2,0.41,48,0
39,22811,10457,622,2,0,0.61,48,0
48,45751,9782,821,7,0,0.56,48,0
37,39287,8579,552,31,1,0.58,12,0
63,67359,12356,502,4,1,0.32,36,1
61,76106,9981,658,14,1,0.38,36,0
62,38005,10518,601,32,2,0.34,48,1
40,33034,15694,464,2,2,0.25,24,0
60,21161,24315,680,5,0,0.51,48,0
59,32629,21136,669,1,0,0.45,36,0
43,41704,14851,739,3,1,0.26,48,0
52,25093,35725,605,0,1,0.4,24,1
53,76616,19838,501,0,0,0.15,36,1
25,55886,21648,574,11,0,0.01,60,0
63,46156,12114,496,9,0,0.39,48,0
54,48613,10593,769,1,0,0.61,48,0
60,57126,16741,730,3,2,0.26,24,0
31,67275,23011,752,3,1,0.32,60,0
23,73460,14833,703,3,0,0.22,48,0
53,42000,9137,537,0,0,0.34,36,0
31,45662,6184,617,7,1,0.29,12,0
36,53449,5172,713,2,2,0.34,12,0
38,44739,13705,514,0,1,0.2,48,1
50,75823,21798,685,5,2,0.31,48,0
30,90550,3354,712,8,0,0.22,24,0
38,58223,9279,831,12,2,0.03,36,0
58,31129,8413,726,5,2,0.46,48,1
39,63208,16773,688,1,3,0.39,12,0
56,59388,8954,652,4,1,0.36,48,0
33,29851,6385,693,12,1,0.41,36,0
23,59355,9270,698,2,1,0.12,12,1
30,37343,8438,484,15,2,0.56,24,1
58,71185,13464,667,0,2,0.33,36,0
21,62952,11744,438,6,2,0.51,36,1
47,54802,17421,469,0,3,0.14,36,0
28,49974,13309,653,8,1,0.3,24,1
62,16870,24562,688,0,1,0.61,48,0
37,26711,10211,543,1,0,0.46,36,1
29,45917,19381,737,7,2,0.14,24,0
26,104787,16166,771,3,3,0.43,48,0
63,65012,11189,714,10,0,0.25,36,0
45,121421,20186,647,2,2,0.18,36,0
59,51097,8255,674,26,2,0.26,24,0
48,48270,28110,659,0,1,0.37,36,1
53,99963,8384,667,5,0,0.37,24,0
57,45269,5976,568,12,1,0.22,60,0
29,29934,5703,620,3,2,0.32,24,0
38,57433,14110,654,22,2,0.2,36,0
41,85927,9523,676,6,2,0.33,24,0
22,32436,14894,697,2,1,0.41,36,1
63,65809,6893,570,3,1,0.11,36,1
58,46787,17893,636,10,0,0.16,36,0
60,61431,14919,628,15,0,0.25,36,0
56,57340,10152,806,4,0,0.43,48,0
63,39848,19436,669,1,0,0.18,24,0
57,46485,18864,703,1,2,0.46,48,1
35,41084,14118,729,3,2,0.17,36,0
48,52019,22751,718,1,2,0.2,48,0
38,32110,26011,487,2,0,0.28,12,1
54,36187,8323,635,8,3,0.26,36,0
42,39855,26356,704,3,2,0.23,36,0
31,59626,7789,660,5,1,0.15,24,1
33,24154,21224,516,0,1,0.11,36,1
24,46464,23584,566,7,0,0.47,36,1
42,34402,12030,578,3,1,0.35,24,1
27,39906,12939,676,2,1,0.6,36,0
63,35239,11165,668,4,0,0.34,12,0
44,54029,8146,771,0,0,0.41,48,0
24,45317,9111,651,2,0,0.56,60,0
48,69968,17997,666,8,1,0.43,24,1
35,59925,22323,543,1,2,0.3,24,1
21,22730,13244,637,12,0,0.27,60,1
23,30333,7287,831,4,1,0.4,24,0
34,44956,6716,677,3,1,0.42,24,0
58,47979,12535,605,2,1,0.41,48,1
21,31701,9734,683,6,1,0.32,48,1
58,94088,27220,733,4,4,0.29,48,1
58,75534,8765,689,7,1,0.42,24,0
41,21539,19118,716,2,2,0.33,36,0
49,58262,9206,726,6,0,0.15,24,0
25,47911,11270,662,14,0,0.24,24,0
30,91302,14813,676,1,0,0.19,36,0
48,22360,18246,602,19,0,0.41,48,0
41,137300,17214,601,2,0,0.24,36,1
27,32161,9547,643,0,0,0.68,36,1
23,59234,14188,544,2,1,0.43,36,1
40,36200,10669,679,0,1,0.59,60,0
39,40616,5660,586,1,0,0.59,48,1
55,21063,15326,664,0,1,0.3,36,0
24,89182,28498,691,0,5,0.52,48,1
25,42837,33742,544,0,2,0.36,24,1
21,44319,16162,682,0,0,0.53,60,0
24,155786,15539,484,1,0,0.14,24,1
32,79199,2774,697,14,2,0.4,24,1
47,35095,68623,698,14,0,0.41,60,1
62,36129,31526,703,9,0,0.56,24,1
43,55820,21067,677,0,0,0.18,48,0
45,72067,13949,608,0,0,0.31,24,1
41,117738,3503,611,0,1,0.39,24,0
44,21937,14903,600,2,1,0.41,60,0
45,70509,13616,732,19,1,0.63,60,0
52,76407,5735,785,11,1,0.39,60,1
52,33032,17481,656,1,1,0.42,24,1
25,40940,28056,570,2,2,0.49,36,1
56,21694,16388,627,8,0,0.38,12,0
62,38160,16356,728,7,2,0.25,48,0
62,55052,16998,694,0,1,0.24,48,0
59,108777,11007,652,0,1,0.47,60,0
36,113912,21057,628,3,5,0.33,48,1
53,29300,33332,514,0,1,0.19,24,1
41,101613,13694,632,8,1,0.2,36,0
29,18496,8491,618,1,2,0.36,24,0
26,36590,5817,616,1,1,0.44,12,1
55,42154,18044,672,1,0,0.48,36,0
59,55597,19312,790,0,1,0.39,24,0
42,51702,16620,651,5,1,0.14,48,0
61,58856,11598,697,0,3,0.25,36,0
25,44735,15776,645,1,1,0.06,12,0
62,79204,9687,645,6,0,0.58,24,0
43,69280,8721,741,0,3,0.04,36,0
37,42413,7348,679,1,0,0.4,36,0
32,74697,7394,712,0,1,0.48,48,1
43,137890,18366,749,0,1,0.46,48,1
36,35009,11366,679,3,0,0.64,60,0
23,113285,8876,669,1,3,0.22,48,0
50,36616,5900,708,5,1,0.28,36,0
42,99226,19982,598,3,3,0.06,24,1
29,37310,25383,599,5,1,0.37,48,0
49,71885,7226,589,19,0,0.22,36,0
57,53627,12396,610,1,1,0.47,36,0
43,20077,7634,555,5,2,0.24,36,0
33,127743,12270,517,8,0,0.4,24,0
52,31328,19239,584,15,2,0.6,12,0
43,25983,35277,461,4,1,0.23,48,1
37,35606,10216,672,0,4,0.55,24,1
60,173793,20331,657,0,3,0.08,48,0
41,26190,20631,709,1,1,0.41,48,0
22,53590,12201,575,13,0,0.41,36,0
57,27956,26797,689,3,1,0.3,36,0
26,30459,10974,585,4,0,0.46,48,1
64,22032,17348,711,4,4,0.4,24,1
38,57387,9469,504,2,1,0.4,24,1
50,45224,18377,631,1,0,0.26,48,0
42,27842,17304,618,15,0,0.29,24,0
53,75856,27239,713,7,0,0.49,24,0
50,79966,40188,712,3,2,0.2,36,0
37,60090,23144,747,2,1,0.27,48,0
63,88021,19978,488,3,0,0.13,36,0
52,41171,10568,769,0,0,0.34,24,0
62,57594,3430,575,1,1,0.66,24,0
34,41250,29114,786,1,0,0.42,36,0
30,23071,40688,827,2,2,0.16,36,0
56,54700,16119,745,1,1,0.56,24,0
54,53068,7305,581,1,1,0.19,48,0
29,48286,30537,550,7,0,0.49,36,1
62,59097,25927,593,11,1,0.34,36,0
48,99305,3934,695,0,0,0.42,24,0
31,44257,14533,564,1,1,0.52,36,0
34,30376,15454,501,7,1,0.12,48,1
59,43309,5101,736,8,0,0.3,36,0
39,45778,6993,601,3,0,0.48,36,0
35,80161,25717,723,5,0,0.32,24,0
48,51706,13930,711,0,1,0.26,36,0
44,27609,7555,665,9,2,0.33,36,0
28,73330,8940,717,8,0,0.27,36,0
63,67681,6498,768,5,1,0.29,24,0
29,51717,13978,711,12,2,0.56,48,0
53,78757,20981,713,0,4,0.29,48,0
53,85631,27065,681,1,1,0.55,24,0
39,40590,8948,615,2,3,0.51,48,1
23,31254,10804,674,0,0,0.42,48,0
30,48730,18046,666,8,5,0.27,36,1
60,64106,23660,689,7,1,0.39,12,0
62,46505,16688,676,7,0,0.36,36,0
21,29905,28581,613,1,2,0.27,36,0
49,53174,39741,741,7,0,0.37,24,1
54,17734,5024,607,0,2,0.28,48,1
33,41679,33236,681,0,2,0.63,36,1
21,75025,29118,691,4,3,0.18,36,0
54,77089,6598,566,0,2,0.45,36,1
49,7480,17646,774,13,1,0.36,48,0
33,44520,19566,646,1,1,0.46,36,0
49,66147,6947,570,3,0,0.48,24,0
59,27226,12878,650,8,2,0.52,48,1
44,40701,14674,572,2,2,0.29,48,0
46,89667,6988,603,2,2,0.13,60,1
37,38480,10901,602,2,0,0.75,48,0
27,109023,30967,639,2,1,0.3,12,1
33,33840,36680,759,3,2,0.13,48,0
25,99204,6890,658,14,0,0.4,36,0
46,49850,2700,663,13,0,0.33,24,0
23,31597,28068,611,3,4,0.47,60,1
27,99370,39872,672,3,0,0.34,48,1
59,26816,22608,647,8,0,0.55,48,0
21,32925,11246,643,5,3,0.31,24,0
37,62627,6972,706,10,1,0.16,48,0
63,51042,19342,574,6,2,0.44,36,0
45,56217,25154,751,15,2,0.18,36,1
23,40775,8992,434,10,2,0.37,24,0
35,26911,15756,642,9,2,0.52,36,1
49,35378,10292,758,2,1,0.26,36,0
63,94864,21001,746,2,3,0.44,48,0
52,25122,3884,662,6,1,0.39,36,0
46,111550,16949,585,0,0,0.27,36,1
36,57407,10726,639,1,2,0.57,12,0
45,36373,40104,850,13,2,0.44,60,0
48,18015,16109,706,2,0,0.55,48,0
29,19238,20427,513,1,2,0.24,60,1
21,41029,7586,656,3,2,0.37,60,0
49,38618,11697,602,1,0,0.51,48,0
42,51993,16927,548,7,0,0.37,12,1
36,115794,10768,688,9,0,0.61,36,0
61,64138,11552,572,7,3,0.27,24,0
64,45965,15642,773,0,1,0.36,48,0
61,90077,4779,757,2,0,0.49,48,0
27,52856,9753,591,1,4,0.42,24,1
34,109081,21445,586,0,0,0.4,48,0
49,35029,10549,703,6,1,0.41,60,0
39,27614,54281,731,2,2,0.07,36,1
39,18030,14107,629,1,2,0.33,36,0
22,46504,4397,728,1,1,0.4,12,0
61,26441,17436,783,0,1,0.41,48,0
35,26254,7090,676,8,1,0.22,48,0
23,82220,16382,567,0,1,0.4,12,1
31,20721,9514,712,2,1,0.42,60,0
50,51625,9900,661,0,3,0.39,12,1
60,47022,24861,624,2,0,0.35,36,0
38,51331,5166,710,2,2,0.22,60,1
22,97934,9985,746,6,1,0.24,60,0
52,32440,9337,664,6,2,0.4,24,0
28,97975,29798,467,0,1,0.04,60,0
42,20330,10836,659,0,1,0.52,24,1
26,67871,7593,668,11,0,0.29,36,0
32,102558,15348,850,7,2,0.41,48,0
60,6457,7812,660,2,3,0.53,24,1
56,48160,8521,636,0,0,0.17,36,1
35,46241,20212,705,1,0,0.42,48,0
48,50813,2393,625,5,2,0.31,36,0
38,115356,7491,595,14,2,0.1,12,0
22,33462,8901,522,4,2,0.58,48,0
33,27112,33761,602,0,0,0.21,24,0
35,50999,17451,497,5,1,0.54,48,1
40,86004,13107,672,14,0,0.18,60,1
49,64816,12557,667,2,3,0.13,48,0
62,49869,14387,705,13,0,0.17,12,0
49,43712,15480,567,5,2,0.19,48,0
23,17971,14404,534,1,2,0.21,24,1
39,65705,42956,814,0,2,0.47,24,0
23,69749,10264,643,0,0,0.67,48,0
34,34677,14833,705,6,3,0.56,24,0
60,38856,13667,660,4,0,0.36,24,1
24,29024,23472,709,3,1,0.31,24,0
31,75664,8813,668,1,1,0.31,48,0
51,40825,10720,585,11,0,0.02,36,0
63,45494,5393,693,1,0,0.38,24,1
52,67146,24154,674,1,1,0.43,12,0
47,57727,5357,515,0,4,0.21,60,0
50,64967,18466,673,1,1,0.13,60,0
63,53499,36631,619,12,0,0.35,36,0
22,54098,42422,596,1,2,0.49,24,1
29,53842,11119,728,1,0,0.21,12,0
48,61479,10856,644,4,1,0.19,36,1
51,62991,12778,646,4,4,0.26,36,1
54,26572,22935,657,0,0,0.42,36,1
35,36366,12341,647,0,3,0.24,36,0
45,44281,11336,642,0,1,0.58,36,0
56,61445,25428,766,9,3,0.28,60,1
28,108957,13714,595,5,3,0.27,36,1
29,32643,12187,511,15,1,0.36,12,1
57,76063,7897,653,0,1,0.5,48,0
59,36883,24741,574,3,1,0.44,36,0
52,97271,15494,562,6,0,0.07,24,0
37,127538,13266,648,1,1,0.43,48,0
55,20455,4371,671,5,1,0.5,12,0
57,41640,23687,636,3,2,0.51,48,0
39,15136,6764,613,2,0,0.57,24,0
64,21058,17520,633,5,2,0.69,60,1
49,21725,8373,645,3,1,0.36,36,0
27,66972,7017,649,8,1,0.3,12,0
48,60991,23315,506,13,0,0.23,48,0
29,73175,14199,719,4,1,0.17,48,0
48,66433,13692,533,1,1,0.28,48,0
26,62475,43058,596,7,2,0.27,36,1
49,51840,42660,525,0,2,0.19,24,1
37,45915,11519,663,0,2,0.38,36,0
36,81617,6097,593,3,3,0.34,48,1
43,49322,31203,635,5,1,0.36,36,0
51,63741,5962,590,9,0,0.2,12,0
23,15288,17767,565,15,2,0.42,60,1
41,27240,11376,449,10,2,0.25,48,1
46,80026,13983,602,22,1,0.57,60,1
